TE,nORF,Class,Family,r_s,p_s,r_p,p_p
chr9:113700354:113700496:L2a,tracer76249,LINE,L2,0.790517419,6.23E-89,0.829114576,2.21E-109
chr9:113732019:113732316:L1ME3C,tracer76249,LINE,L1,0.748919358,9.12E-75,0.803101268,1.30E-97
chr9:113746248:113746900:L1MA3,tracer76249,LINE,L1,0.792126819,1.50E-89,0.81876419,1.79E-104
chr9:113782133:113782487:MLT1B,tracer76249,LTR,ERVL-MaLR,0.784446754,1.20E-86,0.811857384,2.28E-101
chr9:113675268:113675416:MIRc,tracer10022,SINE,MIR,0.774966128,2.77E-83,0.808973996,4.13E-100
chr9:113676497:113676861:THE1B,tracer10022,LTR,ERVL-MaLR,0.78226706,7.01E-86,0.802085742,3.44E-97
chr9:113689364:113689516:MIRc,tracer10022,SINE,MIR,0.799058836,2.99E-92,0.820687343,2.32E-105
chr9:113694492:113694568:L2a,tracer10022,LINE,L2,0.789445335,1.60E-88,0.816813822,1.39E-103
chr9:113731582:113731709:L1ME3C,tracer10022,LINE,L1,0.792719048,8.92E-90,0.815958682,3.39E-103
chr9:113732019:113732316:L1ME3C,tracer10022,LINE,L1,0.792072762,1.56E-89,0.808948675,4.23E-100
chr9:113733517:113733728:MIRb,tracer10022,SINE,MIR,0.779200155,8.63E-85,0.803208665,1.17E-97
chr9:113753904:113754172:AluSp,tracer10022,SINE,Alu,0.764617092,9.10E-80,0.805474606,1.30E-98
chr9:113761771:113761992:MLT1A,tracer10022,LTR,ERVL-MaLR,0.789201222,1.96E-88,0.813478629,4.37E-102
chr9:113784557:113784679:MIR3,tracer10022,SINE,MIR,0.791322383,3.05E-89,0.805243708,1.63E-98
chr9:113641984:113642304:L2,tracer11791,LINE,L2,0.792790168,8.43E-90,0.803852063,6.29E-98
chr9:115914045:115914247:AluJo,3wobH2,SINE,Alu,0.801115872,4.18E-92,0.827842855,9.23E-109
chr9:115914045:115914247:AluJo,5sz1H1,SINE,Alu,0.850439854,6.09E-115,0.847931685,3.26E-119
chr9:115914871:115915027:L2c,5sz1H1,LINE,L2,0.836057405,1.76E-107,0.821242193,1.28E-105
chr9:115915796:115915890:MIR,5sz1H1,SINE,MIR,0.818127241,2.82E-99,0.808552452,6.28E-100
chr9:115917569:115917761:MIR,0wq0H6,SINE,MIR,0.822647363,2.71E-101,0.841697559,8.16E-116
chr9:115914045:115914247:AluJo,7efkH1,SINE,Alu,0.833706853,1.84E-106,0.865260907,1.58E-129
chr9:115914871:115915027:L2c,7efkH1,LINE,L2,0.828961975,3.16E-104,0.858129209,4.07E-125
chr9:115915796:115915890:MIR,7efkH1,SINE,MIR,0.805816206,5.61E-94,0.835934969,8.42E-113
chr9:115914045:115914247:AluJo,tracer11791,SINE,Alu,0.80771129,9.95E-95,0.821682894,7.97E-106
chr9:115914871:115915027:L2c,tracer11791,LINE,L2,0.801581205,2.98E-92,0.813225859,5.66E-102
chr9:115914871:115915027:L2c,3wobH2,LINE,L2,0.772468733,1.64E-81,0.81722413,9.05E-104
chr9:115915796:115915890:MIR,3wobH2,SINE,MIR,0.756091166,4.35E-76,0.800300079,1.88E-96
chr9:115919100:115919319:MIRb,3wobH2,SINE,MIR,0.759009821,4.93E-77,0.802578443,2.14E-97
chr9:115914045:115914247:AluJo,0wq0H6,SINE,Alu,0.798186083,6.04E-91,0.83384666,9.74E-112
chr9:115914871:115915027:L2c,0wq0H6,LINE,L2,0.793371998,3.54E-89,0.816045313,3.10E-103
chr9:115915796:115915890:MIR,0wq0H6,SINE,MIR,0.794072386,2.30E-89,0.82383563,7.73E-107
chr9:115917457:115917540:MIR3,7efkH1,SINE,MIR,0.778444505,1.34E-83,0.807335511,2.09E-99
chr9:115918557:115918615:MIR3,7efkH1,SINE,MIR,0.779345588,6.58E-84,0.823789059,8.13E-107
chr9:115919100:115919319:MIRb,7efkH1,SINE,MIR,0.79380678,2.72E-89,0.83375204,1.09E-111
chr9:115919800:115919864:MIR3,7efkH1,SINE,MIR,0.772800306,1.31E-81,0.810585166,8.23E-101
chr9:115914045:115914247:AluJo,8nwmH4,SINE,Alu,0.753103836,3.69E-75,0.802932606,1.53E-97
chr9:115914871:115915027:L2c,8nwmH4,LINE,L2,0.762835815,3.22E-78,0.809634932,2.13E-100
chr9:115918557:115918615:MIR3,8nwmH4,SINE,MIR,0.727715751,8.44E-68,0.800599327,1.42E-96
chr9:117205497:117205991:MLT1D,8nwmH4,LTR,ERVL-MaLR,0.724575225,6.04E-67,0.808681863,5.52E-100
chr9:115914871:115915027:L2c,ietnH10,LINE,L2,0.753838182,2.20E-75,0.811391275,3.65E-101
chr9:115914045:115914247:AluJo,tracer69487,SINE,Alu,0.76013715,2.30E-77,0.805665321,1.08E-98
chr9:115914045:115914247:AluJo,tracer10022,SINE,Alu,0.793521201,3.30E-89,0.813766873,3.25E-102
chr9:115915796:115915890:MIR,tracer11791,SINE,MIR,0.790151819,6.10E-88,0.802265984,2.89E-97
chr9:124044035:124044175:MIRc,3wobH2,SINE,MIR,0.837583028,2.39E-109,0.859557805,5.57E-126
chr9:124044469:124044583:MIRc,3wobH2,SINE,MIR,0.806804671,2.21E-95,0.840841615,2.33E-115
chr9:124047311:124047495:MIRb,3wobH2,SINE,MIR,0.83696387,4.61E-109,0.869118517,5.10E-132
chr9:124048694:124048987:L2b,3wobH2,LINE,L2,0.812609686,7.99E-98,0.844726684,1.90E-117
chr9:124049529:124049681:MIR3,3wobH2,SINE,MIR,0.801520784,3.31E-93,0.825977114,7.36E-108
chr9:124050549:124050671:MIRb,3wobH2,SINE,MIR,0.812720663,7.25E-98,0.859096113,1.06E-125
chr9:124055745:124055995:AluSz,3wobH2,SINE,Alu,0.809662633,1.45E-96,0.842579407,2.75E-116
chr9:124057011:124057137:MIR3,3wobH2,SINE,MIR,0.817576055,5.69E-100,0.840899513,2.17E-115
chr9:124058494:124058595:MIRb,3wobH2,SINE,MIR,0.811355956,2.76E-97,0.849923569,2.48E-120
chr9:124060437:124060692:L2c,3wobH2,LINE,L2,0.825109227,2.05E-103,0.852941386,4.66E-122
chr9:124061146:124061390:HAL1,3wobH2,LINE,L1,0.833982137,1.22E-107,0.871505627,1.33E-133
chr9:124044035:124044175:MIRc,avkdH1,SINE,MIR,0.834548691,6.75E-108,0.830123297,7.05E-110
chr9:124044469:124044583:MIRc,avkdH1,SINE,MIR,0.838904919,5.34E-110,0.83560333,1.25E-112
chr9:124047311:124047495:MIRb,avkdH1,SINE,MIR,0.802116853,1.94E-93,0.802628273,2.04E-97
chr9:124048694:124048987:L2b,avkdH1,LINE,L2,0.815726164,3.58E-99,0.817222084,9.07E-104
chr9:124057011:124057137:MIR3,avkdH1,SINE,MIR,0.811182277,3.24E-97,0.813556683,4.03E-102
chr9:124058494:124058595:MIRb,avkdH1,SINE,MIR,0.81629361,2.02E-99,0.816422531,2.09E-103
chr9:124060437:124060692:L2c,avkdH1,LINE,L2,0.800159498,1.16E-92,0.807132807,2.56E-99
chr9:124044035:124044175:MIRc,0z1rH3,SINE,MIR,0.802123604,1.94E-93,0.826457622,4.32E-108
chr9:124047311:124047495:MIRb,0z1rH3,SINE,MIR,0.837496251,2.54E-109,0.862376635,1.03E-127
chr9:124048694:124048987:L2b,0z1rH3,LINE,L2,0.809606066,1.51E-96,0.835050849,2.38E-112
chr9:124049082:124049234:MIRb,0z1rH3,SINE,MIR,0.859007918,5.78E-121,0.882657972,1.95E-141
chr9:124057011:124057137:MIR3,0z1rH3,SINE,MIR,0.805479268,7.90E-95,0.824970642,2.23E-107
chr9:124044035:124044175:MIRc,5sz1H1,SINE,MIR,0.857869139,2.34E-120,0.847967362,3.11E-119
chr9:124044469:124044583:MIRc,5sz1H1,SINE,MIR,0.824613685,3.46E-103,0.814269402,1.94E-102
chr9:124047311:124047495:MIRb,5sz1H1,SINE,MIR,0.87910626,8.90E-134,0.862914042,4.77E-128
chr9:124047718:124047771:L2b,5sz1H1,LINE,L2,0.808828428,3.19E-96,0.802214724,3.04E-97
chr9:124048694:124048987:L2b,5sz1H1,LINE,L2,0.878226152,2.51E-133,0.866881669,1.45E-130
chr9:124049082:124049234:MIRb,5sz1H1,SINE,MIR,0.816991377,1.03E-99,0.801131706,8.55E-97
chr9:124049529:124049681:MIR3,5sz1H1,SINE,MIR,0.808512481,4.31E-96,0.801420332,6.49E-97
chr9:124050549:124050671:MIRb,5sz1H1,SINE,MIR,0.832745053,4.82E-107,0.832719553,3.60E-111
chr9:124055745:124055995:AluSz,5sz1H1,SINE,Alu,0.848738517,3.97E-115,0.846799936,1.38E-118
chr9:124057011:124057137:MIR3,5sz1H1,SINE,MIR,0.880750259,1.17E-134,0.868606637,1.10E-131
chr9:124058494:124058595:MIRb,5sz1H1,SINE,MIR,0.840103128,1.31E-110,0.837972999,7.47E-114
chr9:124060437:124060692:L2c,5sz1H1,LINE,L2,0.888014158,8.32E-140,0.88137839,1.69E-140
chr9:124061146:124061390:HAL1,5sz1H1,LINE,L1,0.857917075,2.34E-120,0.846342004,2.48E-118
chr9:124044035:124044175:MIRc,0wq0H6,SINE,MIR,0.813815481,2.44E-98,0.821608621,8.63E-106
chr9:124047311:124047495:MIRb,0wq0H6,SINE,MIR,0.827763733,1.19E-104,0.837309283,1.65E-113
chr9:124047718:124047771:L2b,0wq0H6,LINE,L2,0.807527994,1.11E-95,0.813530173,4.14E-102
chr9:124048694:124048987:L2b,0wq0H6,LINE,L2,0.815065512,6.98E-99,0.825373494,1.43E-107
chr9:124055745:124055995:AluSz,0wq0H6,SINE,Alu,0.807083346,1.70E-95,0.821524463,9.45E-106
chr9:124057011:124057137:MIR3,0wq0H6,SINE,MIR,0.828624574,4.62E-105,0.838293151,5.09E-114
chr9:124060437:124060692:L2c,0wq0H6,LINE,L2,0.86280314,3.37E-123,0.872418856,3.25E-134
chr9:124044035:124044175:MIRc,fib2H7,SINE,MIR,0.819110283,1.17E-100,0.830708697,3.62E-110
chr9:124047311:124047495:MIRb,fib2H7,SINE,MIR,0.834549018,6.75E-108,0.853582616,1.98E-122
chr9:124048694:124048987:L2b,fib2H7,LINE,L2,0.816704396,1.37E-99,0.832114544,7.24E-111
chr9:124049082:124049234:MIRb,fib2H7,SINE,MIR,0.83521075,3.40E-108,0.859293585,8.06E-126
chr9:124057011:124057137:MIR3,fib2H7,SINE,MIR,0.802826581,1.02E-93,0.821978196,5.80E-106
chr9:124044035:124044175:MIRc,2dheH1,SINE,MIR,0.829877996,1.15E-105,0.845740337,5.31E-118
chr9:124047311:124047495:MIRb,2dheH1,SINE,MIR,0.847264836,2.46E-114,0.865445526,1.21E-129
chr9:124048694:124048987:L2b,2dheH1,LINE,L2,0.834142899,1.04E-107,0.855838427,9.44E-124
chr9:124049082:124049234:MIRb,2dheH1,SINE,MIR,0.833290259,2.64E-107,0.856833344,2.43E-124
chr9:124057011:124057137:MIR3,2dheH1,SINE,MIR,0.811437955,2.58E-97,0.826373233,4.74E-108
chr9:124060437:124060692:L2c,2dheH1,LINE,L2,0.800101975,1.22E-92,0.812792615,8.80E-102
chr9:124047311:124047495:MIRb,7efkH1,SINE,MIR,0.831493018,1.98E-106,0.853896412,1.30E-122
chr9:124048694:124048987:L2b,7efkH1,LINE,L2,0.802233194,1.78E-93,0.825336834,1.49E-107
chr9:124049082:124049234:MIRb,7efkH1,SINE,MIR,0.801410609,3.63E-93,0.824526186,3.63E-107
chr9:124055745:124055995:AluSz,7efkH1,SINE,Alu,0.801777726,2.62E-93,0.830329133,5.58E-110
chr9:124057011:124057137:MIR3,7efkH1,SINE,MIR,0.816591752,1.51E-99,0.835579766,1.28E-112
chr9:124060437:124060692:L2c,7efkH1,LINE,L2,0.819334885,9.44E-101,0.838863594,2.56E-114
chr9:124061146:124061390:HAL1,7efkH1,LINE,L1,0.820612198,2.58E-101,0.845029371,1.30E-117
chr9:124047311:124047495:MIRb,8nwmH4,SINE,MIR,0.827310147,1.92E-104,0.863917627,1.12E-128
chr9:124048694:124048987:L2b,8nwmH4,LINE,L2,0.814104437,1.85E-98,0.838951065,2.31E-114
chr9:124049082:124049234:MIRb,8nwmH4,SINE,MIR,0.840981837,4.73E-111,0.873165586,1.01E-134
chr9:124047311:124047495:MIRb,ietnH10,SINE,MIR,0.801779576,2.62E-93,0.849563602,3.96E-120
chr9:124061146:124061390:HAL1,ietnH10,LINE,L1,0.801289428,4.03E-93,0.854393659,6.67E-123
chr9:124044035:124044175:MIRc,tracer5270,SINE,MIR,0.807713814,9.39E-96,0.812556743,1.12E-101
chr9:124047311:124047495:MIRb,tracer5270,SINE,MIR,0.806615664,2.63E-95,0.807397206,1.97E-99
chr9:124057011:124057137:MIR3,tracer5270,SINE,MIR,0.813011897,5.47E-98,0.828481553,4.51E-109
chr9:124044035:124044175:MIRc,tracer10022,SINE,MIR,0.855784778,3.76E-119,0.870407634,7.19E-133
chr9:124044469:124044583:MIRc,tracer10022,SINE,MIR,0.846144278,9.58E-114,0.859526447,5.82E-126
chr9:124047311:124047495:MIRb,tracer10022,SINE,MIR,0.879139861,8.90E-134,0.888688738,5.15E-146
chr9:124047718:124047771:L2b,tracer10022,LINE,L2,0.818059085,3.49E-100,0.828660357,3.69E-109
chr9:124048694:124048987:L2b,tracer10022,LINE,L2,0.86805358,1.74E-126,0.881698248,9.87E-141
chr9:124049082:124049234:MIRb,tracer10022,SINE,MIR,0.845265975,2.74E-113,0.859162211,9.68E-126
chr9:124055745:124055995:AluSz,tracer10022,SINE,Alu,0.810870278,4.37E-97,0.832688784,3.73E-111
chr9:124057011:124057137:MIR3,tracer10022,SINE,MIR,0.859469672,3.37E-121,0.873078891,1.16E-134
chr9:124058494:124058595:MIRb,tracer10022,SINE,MIR,0.84360861,1.95E-112,0.86313998,3.44E-128
chr9:124060437:124060692:L2c,tracer10022,LINE,L2,0.844273855,8.97E-113,0.858778011,1.65E-125
chr9:124044035:124044175:MIRc,tracer11791,SINE,MIR,0.826325811,5.60E-104,0.832923656,2.84E-111
chr9:124047311:124047495:MIRb,tracer11791,SINE,MIR,0.838182149,1.22E-109,0.842560784,2.82E-116
chr9:124048694:124048987:L2b,tracer11791,LINE,L2,0.831302508,2.39E-106,0.839232762,1.64E-114
chr9:124049529:124049681:MIR3,tracer11791,SINE,MIR,0.825222825,1.85E-103,0.830366587,5.35E-110
chr9:124050549:124050671:MIRb,tracer11791,SINE,MIR,0.820498292,2.85E-101,0.834745617,3.41E-112
chr9:124055745:124055995:AluSz,tracer11791,SINE,Alu,0.830577921,5.33E-106,0.842890201,1.88E-116
chr9:124057011:124057137:MIR3,tracer11791,SINE,MIR,0.834539488,6.75E-108,0.841824973,6.98E-116
chr9:124058494:124058595:MIRb,tracer11791,SINE,MIR,0.809227974,2.17E-96,0.823299072,1.39E-106
chr9:124060437:124060692:L2c,tracer11791,LINE,L2,0.878762232,1.25E-133,0.885102668,2.92E-143
chr9:124061146:124061390:HAL1,tracer11791,LINE,L1,0.82008552,4.33E-101,0.826046433,6.81E-108
chr9:124060437:124060692:L2c,tracer93780,LINE,L2,0.835783199,1.80E-108,0.837975449,7.45E-114
chr9:124049082:124049234:MIRb,3wobH2,SINE,MIR,0.799045183,3.22E-92,0.832801851,3.28E-111
chr9:124061614:124061704:MIR,3wobH2,SINE,MIR,0.793893898,3.38E-90,0.848688876,1.23E-119
chr9:124063296:124063394:MIR3,3wobH2,SINE,MIR,0.76644685,2.77E-80,0.830276915,5.92E-110
chr9:124047311:124047495:MIRb,ahqxH1,SINE,MIR,0.788177972,5.19E-88,0.826209027,5.69E-108
chr9:124049082:124049234:MIRb,ahqxH1,SINE,MIR,0.791917538,2.00E-89,0.818826789,1.68E-104
chr9:124061146:124061390:HAL1,ahqxH1,LINE,L1,0.744435203,3.10E-73,0.804709395,2.74E-98
chr9:124061146:124061390:HAL1,io5aH6,LINE,L1,0.788911144,2.78E-88,0.813721579,3.41E-102
chr9:124047311:124047495:MIRb,dahrH1,SINE,MIR,0.746637621,6.54E-74,0.812163599,1.67E-101
chr9:124049082:124049234:MIRb,dahrH1,SINE,MIR,0.761641483,1.10E-78,0.836618915,3.75E-113
chr9:124061614:124061704:MIR,dahrH1,SINE,MIR,0.717110187,1.94E-65,0.829420943,1.56E-109
chr9:124044469:124044583:MIRc,0z1rH3,SINE,MIR,0.789411511,1.80E-88,0.815479335,5.57E-103
chr9:124058494:124058595:MIRb,0z1rH3,SINE,MIR,0.777074736,5.85E-84,0.811906405,2.17E-101
chr9:124061146:124061390:HAL1,0z1rH3,LINE,L1,0.768643268,5.01E-81,0.805047852,1.97E-98
chr9:124061614:124061704:MIR,0z1rH3,SINE,MIR,0.787156677,1.27E-87,0.821487504,9.83E-106
chr9:124058494:124058595:MIRb,0wq0H6,SINE,MIR,0.786162817,2.93E-87,0.802410254,2.52E-97
chr9:124044469:124044583:MIRc,fib2H7,SINE,MIR,0.794961865,1.33E-90,0.821682391,7.97E-106
chr9:124058494:124058595:MIRb,fib2H7,SINE,MIR,0.781966316,9.82E-86,0.811072497,5.03E-101
chr9:124044469:124044583:MIRc,2dheH1,SINE,MIR,0.784822309,9.01E-87,0.817204194,9.24E-104
chr9:124058494:124058595:MIRb,2dheH1,SINE,MIR,0.794954652,1.33E-90,0.81987845,5.49E-105
chr9:124061146:124061390:HAL1,2dheH1,LINE,L1,0.791863638,2.08E-89,0.815818829,3.92E-103
chr9:124061614:124061704:MIR,2dheH1,SINE,MIR,0.790512957,6.83E-89,0.822385553,3.73E-106
chr9:124047311:124047495:MIRb,gwiwH1,SINE,MIR,0.773804155,8.26E-83,0.809472804,2.51E-100
chr9:124049082:124049234:MIRb,gwiwH1,SINE,MIR,0.786705709,1.85E-87,0.818895525,1.56E-104
chr9:124061146:124061390:HAL1,gwiwH1,LINE,L1,0.753865772,3.60E-76,0.805436362,1.35E-98
chr9:124044035:124044175:MIRc,7efkH1,SINE,MIR,0.797120397,1.87E-91,0.818457402,2.48E-104
chr9:124050549:124050671:MIRb,7efkH1,SINE,MIR,0.783774965,2.15E-86,0.821430141,1.05E-105
chr9:124058494:124058595:MIRb,7efkH1,SINE,MIR,0.76217794,7.32E-79,0.801864221,4.25E-97
chr9:124061614:124061704:MIR,7efkH1,SINE,MIR,0.770686013,1.00E-81,0.806783955,3.61E-99
chr9:124063296:124063394:MIR3,7efkH1,SINE,MIR,0.76136041,1.35E-78,0.805377453,1.43E-98
chr9:124044035:124044175:MIRc,8nwmH4,SINE,MIR,0.781146307,1.95E-85,0.81453483,1.48E-102
chr9:124050549:124050671:MIRb,8nwmH4,SINE,MIR,0.747280556,4.17E-74,0.807464453,1.84E-99
chr9:124055745:124055995:AluSz,8nwmH4,SINE,Alu,0.75555789,1.04E-76,0.800439169,1.65E-96
chr9:124057011:124057137:MIR3,8nwmH4,SINE,MIR,0.793640763,4.22E-90,0.813587213,3.91E-102
chr9:124060437:124060692:L2c,8nwmH4,LINE,L2,0.7843698,1.32E-86,0.813034982,6.87E-102
chr9:124061146:124061390:HAL1,8nwmH4,LINE,L1,0.794866364,1.43E-90,0.839182863,1.74E-114
chr9:124061614:124061704:MIR,8nwmH4,SINE,MIR,0.785407203,5.54E-87,0.843253345,1.20E-116
chr9:124063296:124063394:MIR3,8nwmH4,SINE,MIR,0.735164347,1.78E-70,0.801021359,9.49E-97
chr9:124043117:124043733:L3,ietnH10,LINE,CR1,0.741753879,1.97E-72,0.825543919,1.19E-107
chr9:124044035:124044175:MIRc,ietnH10,SINE,MIR,0.766496636,2.68E-80,0.826195084,5.78E-108
chr9:124044469:124044583:MIRc,ietnH10,SINE,MIR,0.740410904,4.97E-72,0.80791074,1.19E-99
chr9:124048694:124048987:L2b,ietnH10,LINE,L2,0.782510907,6.25E-86,0.833404941,1.63E-111
chr9:124049082:124049234:MIRb,ietnH10,SINE,MIR,0.785518026,5.07E-87,0.832731578,3.55E-111
chr9:124050549:124050671:MIRb,ietnH10,SINE,MIR,0.77877931,1.43E-84,0.842753743,2.22E-116
chr9:124055745:124055995:AluSz,ietnH10,SINE,Alu,0.755674849,9.55E-77,0.813418048,4.65E-102
chr9:124057011:124057137:MIR3,ietnH10,SINE,MIR,0.775544642,2.03E-83,0.825697973,1.00E-107
chr9:124058494:124058595:MIRb,ietnH10,SINE,MIR,0.726077316,6.98E-68,0.800646619,1.36E-96
chr9:124060437:124060692:L2c,ietnH10,LINE,L2,0.774527354,4.62E-83,0.818643887,2.03E-104
chr9:124061614:124061704:MIR,ietnH10,SINE,MIR,0.749456753,9.00E-75,0.829478027,1.47E-109
chr9:124063296:124063394:MIR3,ietnH10,SINE,MIR,0.751278777,2.40E-75,0.827841548,9.24E-109
chr9:124065429:124065600:MIRb,ietnH10,SINE,MIR,0.765629321,5.26E-80,0.831131464,2.24E-110
chr9:124065851:124066054:MIRb,ietnH10,SINE,MIR,0.742568171,1.13E-72,0.819703095,6.62E-105
chr9:124066343:124066489:MIRc,ietnH10,SINE,MIR,0.767880456,9.10E-81,0.837362552,1.55E-113
chr9:124066745:124066849:MIRc,ietnH10,SINE,MIR,0.743401269,6.37E-73,0.807798731,1.33E-99
chr9:124071333:124071506:MIR3,ietnH10,SINE,MIR,0.773544505,1.02E-82,0.837806632,9.11E-114
chr9:124075707:124075887:MIRb,ietnH10,SINE,MIR,0.7964439,3.47E-91,0.863481957,2.10E-128
chr9:124087276:124087483:MIR,ietnH10,SINE,MIR,0.766800897,2.12E-80,0.848077419,2.70E-119
chr9:124044469:124044583:MIRc,tracer5270,SINE,MIR,0.785755729,4.15E-87,0.808811002,4.85E-100
chr9:124048694:124048987:L2b,tracer5270,LINE,L2,0.794352427,2.27E-90,0.803518995,8.67E-98
chr9:124049082:124049234:MIRb,tracer5270,SINE,MIR,0.789540639,1.61E-88,0.803675901,7.45E-98
chr9:124058494:124058595:MIRb,tracer5270,SINE,MIR,0.788635322,3.52E-88,0.80814535,9.40E-100
chr9:124047311:124047495:MIRb,tracer112900,SINE,MIR,0.737675787,3.28E-71,0.808258839,8.40E-100
chr9:124061146:124061390:HAL1,tracer112900,LINE,L1,0.76263387,5.22E-79,0.819229534,1.09E-104
chr9:124044035:124044175:MIRc,tracer69487,SINE,MIR,0.782027572,9.39E-86,0.838342303,4.80E-114
chr9:124044469:124044583:MIRc,tracer69487,SINE,MIR,0.798812671,3.97E-92,0.84898486,8.38E-120
chr9:124047311:124047495:MIRb,tracer69487,SINE,MIR,0.797692883,1.11E-91,0.848707438,1.20E-119
chr9:124048694:124048987:L2b,tracer69487,LINE,L2,0.791196882,3.73E-89,0.836486277,4.39E-113
chr9:124049082:124049234:MIRb,tracer69487,SINE,MIR,0.781597027,1.34E-85,0.841255118,1.40E-115
chr9:124049529:124049681:MIR3,tracer69487,SINE,MIR,0.749175871,1.10E-74,0.802830707,1.68E-97
chr9:124050549:124050671:MIRb,tracer69487,SINE,MIR,0.748435101,1.85E-74,0.823918572,7.06E-107
chr9:124055745:124055995:AluSz,tracer69487,SINE,Alu,0.74872734,1.50E-74,0.806172593,6.57E-99
chr9:124057011:124057137:MIR3,tracer69487,SINE,MIR,0.794160427,2.68E-90,0.82993605,8.72E-110
chr9:124058494:124058595:MIRb,tracer69487,SINE,MIR,0.758900067,8.65E-78,0.828674342,3.63E-109
chr9:124060437:124060692:L2c,tracer69487,LINE,L2,0.759692935,4.77E-78,0.805011813,2.04E-98
chr9:124061146:124061390:HAL1,tracer69487,LINE,L1,0.774681287,4.09E-83,0.838152527,6.02E-114
chr9:124061614:124061704:MIR,tracer69487,SINE,MIR,0.743127477,7.69E-73,0.832142442,7.01E-111
chr9:124063296:124063394:MIR3,tracer69487,SINE,MIR,0.763180923,3.45E-79,0.841975259,5.80E-116
chr9:124049529:124049681:MIR3,tracer10022,SINE,MIR,0.784096798,1.65E-86,0.807173448,2.46E-99
chr9:124061146:124061390:HAL1,tracer10022,LINE,L1,0.798064163,7.92E-92,0.821013113,1.64E-105
chr9:124061614:124061704:MIR,tracer10022,SINE,MIR,0.791488628,2.89E-89,0.808128318,9.56E-100
chr9:124050549:124050671:MIRb,tracer74984,SINE,MIR,0.759719031,4.73E-78,0.818409959,2.60E-104
chr9:124055745:124055995:AluSz,tracer74984,SINE,Alu,0.762325755,6.60E-79,0.812377946,1.34E-101
chr9:124057011:124057137:MIR3,tracer74984,SINE,MIR,0.756918869,3.78E-77,0.806010724,7.70E-99
chr9:124058494:124058595:MIRb,tracer74984,SINE,MIR,0.740860052,3.64E-72,0.803282197,1.09E-97
chr9:124060437:124060692:L2c,tracer74984,LINE,L2,0.786877231,1.61E-87,0.823363891,1.29E-106
chr9:124061146:124061390:HAL1,tracer74984,LINE,L1,0.795040967,1.25E-90,0.837094629,2.13E-113
chr9:130709743:130709910:MIR,ahqxH1,SINE,MIR,0.740767263,4.63E-70,0.810868486,6.18E-101
chr9:130723744:130724207:L2a,ahqxH1,LINE,L2,0.737323127,3.36E-69,0.800696508,1.29E-96
chr9:131171932:131172052:MIRb,3wobH2,SINE,MIR,0.825117583,3.81E-103,0.854988401,2.99E-123
chr9:131184565:131184854:AluSx,3wobH2,SINE,Alu,0.833342633,4.44E-107,0.830894001,2.93E-110
chr9:131199580:131199617:L2a,3wobH2,LINE,L2,0.817401421,1.29E-99,0.833178558,2.12E-111
chr9:131171932:131172052:MIRb,avkdH1,SINE,MIR,0.815430257,9.41E-99,0.803571996,8.24E-98
chr9:131184565:131184854:AluSx,avkdH1,SINE,Alu,0.828570505,8.94E-105,0.821665134,8.12E-106
chr9:131189761:131190066:AluSz,avkdH1,SINE,Alu,0.809639853,3.10E-96,0.806298706,5.81E-99
chr9:131171932:131172052:MIRb,0z1rH3,SINE,MIR,0.80005908,2.78E-92,0.811800419,2.41E-101
chr9:131184565:131184854:AluSx,0z1rH3,SINE,Alu,0.844901337,6.69E-113,0.839447626,1.27E-114
chr9:131189761:131190066:AluSz,0z1rH3,SINE,Alu,0.815085549,1.30E-98,0.831681263,1.19E-110
chr9:131171932:131172052:MIRb,5sz1H1,SINE,MIR,0.846004125,1.83E-113,0.823731345,8.66E-107
chr9:131176756:131176977:L2a,5sz1H1,LINE,L2,0.816908606,2.09E-99,0.812739189,9.29E-102
chr9:131177368:131177623:AluJr,5sz1H1,SINE,Alu,0.801562914,7.19E-93,0.793865828,7.49E-94
chr9:131184565:131184854:AluSx,5sz1H1,SINE,Alu,0.909175599,4.07E-158,0.90680676,1.55E-161
chr9:131189761:131190066:AluSz,5sz1H1,SINE,Alu,0.835066319,7.05E-108,0.835343116,1.69E-112
chr9:131190246:131190387:L2b,5sz1H1,LINE,L2,0.851529277,1.62E-116,0.842568891,2.79E-116
chr9:131199580:131199617:L2a,5sz1H1,LINE,L2,0.882080903,8.31E-136,0.886421308,2.91E-144
chr9:131200694:131200809:MIR3,5sz1H1,SINE,MIR,0.811947678,3.13E-97,0.81060442,8.07E-101
chr9:131184565:131184854:AluSx,0wq0H6,SINE,Alu,0.836821141,1.02E-108,0.823018854,1.88E-106
chr9:131199580:131199617:L2a,0wq0H6,LINE,L2,0.821210086,2.36E-101,0.829270749,1.85E-109
chr9:131184565:131184854:AluSx,fib2H7,SINE,Alu,0.856615849,1.97E-119,0.827738351,1.04E-108
chr9:131189761:131190066:AluSz,fib2H7,SINE,Alu,0.829788264,2.37E-105,0.830061043,7.57E-110
chr9:131171932:131172052:MIRb,2dheH1,SINE,MIR,0.834684406,1.04E-107,0.844306122,3.22E-117
chr9:131184565:131184854:AluSx,2dheH1,SINE,Alu,0.879864448,2.55E-134,0.858719531,1.79E-125
chr9:131189761:131190066:AluSz,2dheH1,SINE,Alu,0.844750747,7.41E-113,0.853253066,3.08E-122
chr9:131190246:131190387:L2b,2dheH1,LINE,L2,0.800214802,2.46E-92,0.810256599,1.14E-100
